Gene_name_canonical,graph_localization_annotation
KIF5B,cytosol
KIF5B-ALK,14-3-3_scaffold
KIF5C,14-3-3_scaffold
KIF7,centrosome
KIFAP3,cytosol
KIFBP,cytosol
KIFC1,nucleolus
KIN,translation
KIRREL1,plasma_membrane
KIZ,unclassified
KLC1,14-3-3_scaffold
KLC2,14-3-3_scaffold
KLC3,14-3-3_scaffold
KLC4,14-3-3_scaffold
KLF10,cytosol
KLF12,nucleus
KLF16,nucleus
KLF3,nucleus
KLHDC2,cytosol
KLHDC3,cytosol
KLHDC4,unclassified
KLHL11,cytosol
KLHL13,lysosome
KLHL18,cytosol
KLHL20,unclassified
KLHL22,cytosol
KLHL25,cytosol
KLHL26,cytosol
KLHL36,cytosol
KLHL41,cytosol
KLHL42,cytosol
KLHL7,plasma_membrane
KLHL9,lysosome
KLRG2,plasma_membrane
KMT2A,nucleus
KMT2B,nucleus
KMT2C,nucleus
KMT2D,nucleus
KMT5A,nucleus
KMT5B,nucleus
KMT5C,nucleus
KNL1,cytosol
KNL1,cytosol
KNOP1,nucleolus
KNS2,14-3-3_scaffold
KNSTRN,unclassified
KNTC1,cytosol
KPNA1,cytosol
KPNA2,unclassified
KPNA3,cytosol
KPNA4,cytosol
KPNA5,unclassified
KPNA6,cytosol
KPNB1,unclassified
KPTN,lysosome
KRAS,plasma_membrane
KRAS,plasma_membrane
KRI1,nucleolus
KRI1,nucleolus
KRR1,nucleolus
KRT18,actin_cytoskeleton
KRTCAP2,ER
KSR1,14-3-3_scaffold
KTI12,unclassified
KTN1,ER
KXD1,lysosome
KYAT1,cytosol
KYAT3,mitochondrion
L1RE1,stress_granule
L2HGDH,mitochondrion
L3HYPDH,cytosol
L3MBTL2,nucleus
LACTB,mitochondrion
LACTB2,mitochondrion
LAGE3,unclassified
LAMA1,unclassified
LAMA4,unclassified
LAMA5,ER
LAMB1,ER
LAMB2,ER
LAMC1,ER
LAMP1,lysosome
LAMP2,lysosome
LAMTOR1,lysosome
LAMTOR2,early_endosome
LAMTOR3,lysosome
LAMTOR4,lysosome
LAMTOR5,lysosome
LAMTOR5,lysosome
LANCL1,unclassified
LANCL2,unclassified
LAP3,mitochondrion
LARP1,stress_granule
LARP1B,stress_granule
LARP4,stress_granule
LARP4B,stress_granule
LARP6,cytosol
LARP7,nucleolus
LARS1,unclassified
LARS2,mitochondrion
LAS1L,nucleus
LASP1,cytosol
LATS1,14-3-3_scaffold
LBHD1,nucleolus
LBR,ER
LCLAT1,ER
LCMT1,cytosol
LCMT2,unclassified
LCOR,nucleus
LCOR,nucleus
LCOR,nucleus
LCORL,nucleus
LCORL,nucleus
LDAF1,ER
LDAH,ER
LDB1,nucleus
LDHA,cytosol
LDHB,cytosol
LDHC,cytosol
LDLR,recycling_endosome
LDLRAP1,plasma_membrane
LEF1,nucleus
LEMD2,ER
LEMD3,ER
LENG1,nucleus
LENG8,nucleus
LENG9,unclassified
LEO1,nucleus
LEPROTL1,unclassified
LETM1,mitochondrion
LETMD1,mitochondrion
LGALS1,cytosol
LGALS3BP,ER
LGALSL,cytosol
LGMN,lysosome
LHPP,cytosol
LIAS,mitochondrion
LIG1,cytosol
LIG3,ER
LIG4,unclassified
LIMA1,actin_cytoskeleton
LIMCH1,unclassified
LIMCH1,unclassified
LIMD1,unclassified
LIMD2,plasma_membrane
LIMK1,cytosol
LIMK2,cytosol
LIMK2,unclassified
LIMS1,cytosol
LIN28B,stress_granule
LIN37,nucleus
LIN52,nucleus
LIN54,nucleus
LIN7A,actin_cytoskeleton
LIN7C,plasma_membrane
LIN9,nucleus
LIPA,lysosome
LIPT1,mitochondrion
LIPT2,mitochondrion
LLGL1,plasma_membrane
LLPH,nucleolus
LMAN1,ERGIC
LMAN2,ERGIC
LMAN2L,ERGIC
LMBR1,ER
LMBRD1,early_endosome
LMBRD2,trans-Golgi
LMF2,ER
LMNA,nucleus
LMNA,nucleus
LMNB1,nucleus
LMNB2,nucleus
LMO4,unclassified
LMO7,actin_cytoskeleton
LMOD1,actin_cytoskeleton
LMTK2,recycling_endosome
LNPEP,recycling_endosome
LNPK,ER
LNX2,cytosol
LOC401309,unclassified
LONP1,mitochondrion
LONP2,peroxisome
LONRF2,cytosol
LPCAT1,ER
LPCAT2,ER
LPCAT3,ER
LPCAT4,ER
LPGAT1,ER
LPIN1,cytosol
LPIN2,cytosol
LPIN3,cytosol
LPP,cytosol
LRATD2,cytosol
LRBA,trans-Golgi
LRCH1,actin_cytoskeleton
LRCH2,actin_cytoskeleton
LRCH3,ER
LRCH4,ER
LRFN1,plasma_membrane
LRIF1,nucleus
LRIG1,trans-Golgi
LRIG2,ER
LRP1,recycling_endosome
LRP2,recycling_endosome
LRPAP1,ER
LRPPRC,mitochondrion
LRRC1,plasma_membrane
LRRC14,cytosol
LRRC20,cytosol
LRRC40,cytosol
LRRC41,nucleus
LRRC42,cytosol
LRRC47,stress_granule
LRRC4B,plasma_membrane
LRRC57,plasma_membrane
LRRC59,ER
LRRC8A,plasma_membrane
LRRC8B,plasma_membrane
LRRC8C,plasma_membrane
LRRC8E,plasma_membrane
LRRFIP1,actin_cytoskeleton
LRRFIP2,actin_cytoskeleton
LRSAM1,unclassified
LRWD1,nucleus
LSG1,ER
LSM1,p-body
LSM11,translation
LSM12,translation
LSM14A,p-body
LSM14B,p-body
LSM14B,p-body
LSM2,p-body
LSM3,p-body
LSM4,nucleus
LSM5,p-body
LSM6,nucleus
LSM7,unclassified
LSM8,nucleus
LSR,plasma_membrane
LSS,ER
LTA4H,cytosol
LTBP1,Golgi
LTBP4,unclassified
LTN1,cytosol
LTO1,cytosol
LTV1,unclassified
LUC7L,nucleus
LUC7L2,nucleus
LUC7L2,nucleus
LUC7L3,nucleus
LUZP1,actin_cytoskeleton
LYAR,nucleolus
LYN,plasma_membrane
LYN,plasma_membrane
LYPLA1,mitochondrion
LYPLA2,cytosol
LYPLAL1,mitochondrion
LYRM2,mitochondrion
LYRM4,mitochondrion
LYRM7,mitochondrion
LYSMD1,early_endosome
LYSMD3,ERGIC
LYST,unclassified
LZIC,cytosol
LZTFL1,cytosol
LZTR1,plasma_membrane
LZTS2,plasma_membrane
M0R2C6[p];B4DXB9[p],plasma_membrane
M6PR,trans-Golgi
MACF1,plasma_membrane
MACF1,plasma_membrane
MACF1,plasma_membrane
MACF1,plasma_membrane
MACIR,nucleus
MACO1,ER
MACROD1,mitochondrion
MACROH2A1,nucleus
MACROH2A2,nucleus
MAD1L1,unclassified
MAD2L1,cytosol
MAD2L1BP,nucleus
MADD,unclassified
MAEA,cytosol
MAF1,cytosol
MAFG,nucleus
MAGEB2,translation
MAGED1,unclassified
MAGED2,unclassified
MAGED4; MAGED4B,cytosol
MAGI1,unclassified
MAGI3,plasma_membrane
MAGOH,nucleus
MAGOHB,nucleus
MAGT1,ER
MAIP1,mitochondrion
MAK16,nucleolus
MALSU1,mitochondrion
MALT1,cytosol
MAML1,nucleus
MAN1A1,Golgi
MAN1A2,Golgi
MAN1B1,Golgi
MAN2A1,Golgi
MAN2B1,lysosome
MAN2B2,lysosome
MAN2C1,cytosol
MANBA,lysosome
MANBAL,ER
MANEA,Golgi
MANEAL,Golgi
MANF,ER
MAOA,mitochondrion
MAP1A,cytosol
MAP1B,nucleus
MAP1LC3B,cytosol
MAP1S,nucleus
MAP2K1,cytosol
MAP2K2,cytosol
MAP2K3,unclassified
MAP2K4,cytosol
MAP2K5,cytosol
MAP2K6,cytosol
MAP2K7,unclassified
MAP3K1,plasma_membrane
MAP3K15,cytosol
MAP3K2,14-3-3_scaffold
MAP3K20,nucleolus
MAP3K21,14-3-3_scaffold
MAP3K4,14-3-3_scaffold
MAP3K5,14-3-3_scaffold
MAP3K6,cytosol
MAP3K7,cytosol
MAP4,translation
MAP4K2,unclassified
MAP4K3,unclassified
MAP4K4,actin_cytoskeleton
MAP4K4,actin_cytoskeleton
MAP4K5,unclassified
MAP7,nucleus
MAP7D1,unclassified
MAP7D2,nucleus
MAP7D3,unclassified
MAP9,nucleus
MAPK1,cytosol
MAPK12,cytosol
MAPK14,cytosol
MAPK14,cytosol
MAPK1IP1L,cytosol
MAPK3,cytosol
MAPK7,cytosol
MAPK8,cytosol
MAPK9,cytosol
MAPKAP1,14-3-3_scaffold
MAPKAPK2,cytosol
MAPKAPK3,cytosol
MAPKAPK5,cytosol
MAPRE1,cytosol
MAPRE2,unclassified
MAPRE2,unclassified
MAPRE3,unclassified
MAPT,nucleus
MAPT,unclassified
MAPT,unclassified
MARCHF5,mitochondrion
MARCHF6,ER
MARCKS,plasma_membrane
MARCKSL1,plasma_membrane
MARF1,p-body
MARK1,unclassified
MARK2,14-3-3_scaffold
MARK2,14-3-3_scaffold
MARK3,unclassified
MARS1,unclassified
MARS2,mitochondrion
MARVELD1,unclassified
MAST2,14-3-3_scaffold
MAST3,cytosol
MASTL,cytosol
MAT2A,cytosol
MAT2B,cytosol
MATK,unclassified
MATR3,nucleus
MAU2,nucleus
MAVS,mitochondrion
MAX,nucleus
MAZ,unclassified
MBD1,nucleus
MBD2,nucleus
MBD3,nucleus
MBD4,nucleus
MBIP,nucleus
MBLAC2,plasma_membrane
MBNL1,stress_granule
MBOAT2,ER
MBOAT7,ER
MCAM,plasma_membrane
MCAT,mitochondrion
MCC,unclassified
MCCC1,mitochondrion
MCCC2,mitochondrion
MCEE,mitochondrion
MCF2L,early_endosome
MCFD2,ERGIC
MCL1,mitochondrion
MCM10,nucleus
MCM2,nucleus
MCM3,nucleus
MCM3AP,nucleus
MCM4,nucleus
MCM5,nucleus
MCM6,nucleus
MCM7,nucleus
MCM8,mitochondrion
MCM9,nucleus
MCMBP,cytosol
MCOLN1,lysosome
MCRIP1,translation
MCRIP2,stress_granule
MCRS1,nucleus
MCTS1,cytosol
MCU,mitochondrion
MCUB,mitochondrion
MCUR1,mitochondrion
MDC1,nucleus
MDFIC,plasma_membrane
MDH1,cytosol
MDH2,mitochondrion
MDK,trans-Golgi
MDM4,cytosol
MDN1,nucleus
ME1,cytosol
ME2,mitochondrion
MEA1,cytosol
MEAF6,nucleus
MEAK7,plasma_membrane
MECOM,nucleus
MECP2,nucleus
MECR,mitochondrion
MED1,translation
MED10,nucleus
MED11,unclassified
MED12,nucleus
MED13,nucleus
MED13L,nucleus
MED14,translation
MED15,nucleus
MED16,unclassified
MED17,nucleus
MED17,nucleus
MED19,nucleus
MED20,unclassified
MED21,nucleus
MED22,stress_granule
MED23,nucleus
MED24,nucleus
MED24,nucleus
MED25,unclassified
MED26,nucleus
MED27,nucleus
MED28,nucleus
MED29,translation
MED30,unclassified
MED31,nucleus
MED4,centrosome
MED6,nucleus
MED7,nucleus
MED8,nucleus
MED9,translation
MEF2D,unclassified
MEGF8,ER
MEIS1,nucleus
MELK,nucleus
MELTF,plasma_membrane
MEMO1,cytosol
MEN1,nucleus
MEPCE,nucleolus
MERTK,plasma_membrane
MESD,ER
MET,plasma_membrane
METAP1,stress_granule
METAP1D,mitochondrion
METAP2,stress_granule
METAP2,stress_granule
METTL1,cytosol
METTL13,unclassified
METTL14,unclassified
METTL15,mitochondrion
METTL16,translation
METTL17,mitochondrion
METTL18,unclassified
METTL21A,cytosol
METTL25,cytosol
METTL26,cytosol
METTL2B,cytosol
METTL3,unclassified
METTL8,nucleus
METTL9,ERGIC
MEX3A,stress_granule
MEX3B,unclassified
MEX3C,actin_cytoskeleton
MEX3D,nucleus
MFAP1,nucleus
MFAP3,plasma_membrane
MFAP3L,plasma_membrane
MFF,mitochondrion
MFF,mitochondrion
MFGE8,ER
MFN1,mitochondrion
MFN2,mitochondrion
MFSD1,lysosome
MFSD10,ER
MFSD14A,unclassified
MFSD4B,trans-Golgi
MFSD5,Golgi
MFSD8,lysosome
MGA,nucleus
MGARP,mitochondrion
MGAT1,Golgi
MGAT2,Golgi
MGAT4B,Golgi
MGAT5,Golgi
MGME1,mitochondrion
MGRN1,plasma_membrane
MGST2,ER
MGST3,mitochondrion
MIA2,ER
MIA3,ER
MIB1,centrosome
MIC60,mitochondrion
MICAL1,cytosol
MICAL3,cytosol
MICALL1,recycling_endosome
MICOS10,mitochondrion
MICOS13,mitochondrion
MICU1,mitochondrion
MICU2,mitochondrion
MID1,unclassified
MID1IP1,cytosol
MID2,unclassified
MIDEAS,nucleus
MIEF1,mitochondrion
MIEN1,cytosol
MIER1,cytosol
MIER3,cytosol
MIF,cytosol
MIF4GD,unclassified
MIGA1,mitochondrion
MIGA2,nucleus
MINDY1,unclassified
MINDY2,plasma_membrane
MINDY3,cytosol
MINK1,actin_cytoskeleton
MINPP1,ER
MIOS,stress_granule
MIPEP,mitochondrion
MIPOL1,plasma_membrane
MIS12,nucleus
MIS18A,unclassified
MIS18BP1,nucleus
MITD1,early_endosome
MIX23,mitochondrion
MKI67,nucleus
MKI67,nucleus
MKKS,mitochondrion
MKLN1,unclassified
MKNK1,cytosol
MKRN1,stress_granule
MKRN2,nucleus
MKS1,cytosol
MLEC,ER
MLF2,cytosol
MLLT1,nucleus
MLLT10,nucleus
MLLT11,mitochondrion
MLLT3,nucleus
MLST8,lysosome
MLX,mitochondrion
MLXIP,nucleus
MLXIPL,unclassified
MLYCD,mitochondrion
MMAA,mitochondrion
MMAB,mitochondrion
MMACHC,cytosol
MMADHC,mitochondrion
MMGT1,ER
MMP15,plasma_membrane
MMP24OS,mitochondrion
MMS19,cytosol
MMS22L,nucleus
MMTAG2,nucleus
MMUT,mitochondrion
MMUT,mitochondrion
MNAT1,nucleus
MNT,nucleus
MNX1,unclassified
MOB1A,cytosol
MOB2,cytosol
MOB3A,cytosol
MOB4,ER
MOCOS,cytosol
MOCS1,mitochondrion
MOCS2,cytosol
MOCS2,cytosol
MOCS3,cytosol
MOGS,ER
MON1A,lysosome
MON1B,lysosome
MON2,cytosol
MORC2,nucleus
MORC3,nucleus
MORC4,nucleus
MORF4L1,nucleus
MORF4L2,nucleus
MORN2,cytosol
MOSPD1,ER
MOSPD2,ER
MOV10,stress_granule
MOXD1,plasma_membrane
MPC1,mitochondrion
MPC2,mitochondrion
MPDU1,ER
MPDZ,actin_cytoskeleton
MPG,nucleus
MPHOSPH10,nucleolus
MPHOSPH8,nucleus
MPHOSPH9,centrosome
MPI,cytosol
MPLKIP,cytosol
MPP1,plasma_membrane
MPP2,plasma_membrane
MPP7,plasma_membrane
MPRIP,plasma_membrane
MPRIP,plasma_membrane
MPST,mitochondrion
MPV17,mitochondrion
MPV17L2,nucleus
MPZL1,plasma_membrane
MRC2,recycling_endosome
MRE11,nucleus
MRFAP1,nucleus
MRFAP1L2,cytosol
MRGBP,nucleolus
MRI1,cytosol
MRM1,mitochondrion
MRM2,mitochondrion
MRM3,mitochondrion
MRNIP,unclassified
MRPL1,mitochondrion
MRPL10,mitochondrion
MRPL11,mitochondrion
MRPL12,mitochondrion
MRPL13,mitochondrion
MRPL14,mitochondrion
MRPL15,mitochondrion
MRPL16,mitochondrion
MRPL17,mitochondrion
MRPL18,mitochondrion
MRPL19,mitochondrion
MRPL2,mitochondrion
MRPL20,mitochondrion
MRPL21,mitochondrion
MRPL22,mitochondrion
MRPL23,mitochondrion
MRPL24,mitochondrion
MRPL27,mitochondrion
MRPL28,mitochondrion
MRPL3,mitochondrion
MRPL30,mitochondrion
MRPL32,mitochondrion
MRPL33,mitochondrion
MRPL34,mitochondrion
MRPL37,mitochondrion
MRPL38,mitochondrion
MRPL39,mitochondrion
MRPL4,mitochondrion
MRPL40,mitochondrion
MRPL41,mitochondrion
MRPL42,mitochondrion
MRPL43,mitochondrion
MRPL43,mitochondrion
MRPL44,mitochondrion
MRPL45,mitochondrion
MRPL46,mitochondrion
MRPL47,mitochondrion
MRPL48,mitochondrion
MRPL49,mitochondrion
MRPL50,mitochondrion
MRPL51,mitochondrion
MRPL52,mitochondrion
MRPL53,mitochondrion
MRPL54,mitochondrion
MRPL55,mitochondrion
MRPL57,mitochondrion
MRPL58,mitochondrion
MRPL9,mitochondrion
MRPS10,mitochondrion
MRPS11,mitochondrion
MRPS12,mitochondrion
MRPS14,mitochondrion
MRPS15,mitochondrion
MRPS16,mitochondrion
MRPS17,mitochondrion
MRPS18A,mitochondrion
MRPS18B,mitochondrion
MRPS18C,mitochondrion
MRPS2,mitochondrion
MRPS21,mitochondrion
MRPS22,mitochondrion
MRPS23,mitochondrion
MRPS24,mitochondrion
MRPS25,mitochondrion
MRPS26,mitochondrion
MRPS27,mitochondrion
MRPS28,mitochondrion
MRPS30,mitochondrion
MRPS31,mitochondrion
MRPS33,mitochondrion
MRPS34,mitochondrion
MRPS35,mitochondrion
MRPS36,mitochondrion
MRPS5,mitochondrion
MRPS6,mitochondrion
MRPS7,mitochondrion
MRPS9,mitochondrion
MRRF,mitochondrion
MRS2,mitochondrion
MRTFA,actin_cytoskeleton
MRTFA,actin_cytoskeleton
MRTFB,actin_cytoskeleton
MRTO4,nucleus
MSANTD2,nucleus
MSANTD7,nucleus
MSH2,nucleus
MSH3,nucleus
MSH6,ER
MSI1,stress_granule
MSI2,stress_granule
MSI2,stress_granule
MSI2,unclassified
MSL1,nucleus
MSL2,nucleus
MSL3,nucleus
MSMO1,ER
MSN,plasma_membrane
MSRA,cytosol
MSRB2,mitochondrion
MST154,unclassified
MSTO1,cytosol
MSX2,unclassified
MT-ATP6,mitochondrion
MT-ATP8,mitochondrion
MT-CO1,mitochondrion
MT-CO2,nucleus
MT-CO2,nucleus
MT-CO3,mitochondrion
MT-CYB,mitochondrion
MT-ND1,mitochondrion
MT-ND2,mitochondrion
MT-ND3,nucleus
MT-ND5,mitochondrion
MT1G,cytosol
MT2A,cytosol
MTA1,nucleus
MTA2,nucleus
MTA3,nucleus
MTAP,cytosol
MTARC1,mitochondrion
MTARC2,mitochondrion
MTBP,nucleus
MTCH1,mitochondrion
MTCH2,mitochondrion
MTCH2,mitochondrion
MTDH,ER
MTDH,ER
MTERF1,mitochondrion
MTERF3,mitochondrion
MTERF4,mitochondrion
MTF2,nucleolus
MTFMT,mitochondrion
MTFP1,nucleus
MTFR1,mitochondrion
MTFR1L,mitochondrion
MTFR2,mitochondrion
MTG1,mitochondrion
MTG2,mitochondrion
MTHFD1,stress_granule
MTHFD1L,mitochondrion
MTHFD2,mitochondrion
MTHFR,ER
MTHFS,mitochondrion
MTIF2,mitochondrion
MTIF3,mitochondrion
MTM1,plasma_membrane
MTMR1,cytosol
MTMR12,plasma_membrane
MTMR14,ERGIC
MTMR2,unclassified
MTMR3,Golgi
MTMR4,ERGIC
MTMR6,trans-Golgi
MTMR8,early_endosome
MTMR9,trans-Golgi
MTO1,mitochondrion
MTO1,mitochondrion
MTOR,lysosome
MTPAP,mitochondrion
MTPN,actin_cytoskeleton
MTR,cytosol
MTREX,nucleus
MTRF1,mitochondrion
MTRF1L,mitochondrion
MTRR,cytosol
MTURN,cytosol
MTX1,mitochondrion
MTX2,mitochondrion
MTX3,mitochondrion
MUL1,mitochondrion
MUS81,translation
MUTYH,nucleus
MVB12A,unclassified
MVB12B,unclassified
MVD,cytosol
MVK,cytosol
MXRA7,ER
MXRA7,ER
MYADM,recycling_endosome
MYBBP1A,nucleolus
MYBL2,nucleus
MYC,nucleus
MYCBP,nucleus
MYCBP2,14-3-3_scaffold
MYD88,cytosol
MYDGF,ER
MYEF2,ER
MYG1,cytosol
MYH10,actin_cytoskeleton
MYH14,cytosol
MYH14,cytosol
MYH9,actin_cytoskeleton
MYL12B,actin_cytoskeleton
MYL6,actin_cytoskeleton
MYL6,actin_cytoskeleton
MYL6B,cytosol
MYLK,cytosol
MYO10,plasma_membrane
MYO18A,actin_cytoskeleton
MYO19,mitochondrion
MYO1B,plasma_membrane
MYO1C,plasma_membrane
MYO1C,plasma_membrane
MYO1D,plasma_membrane
MYO1E,cytosol
MYO5B,unclassified
MYO5C,plasma_membrane
MYO6,plasma_membrane
MYO9A,nucleus
MYO9B,cytosol
MYORG,plasma_membrane
MYPOP,nucleus
MYSM1,nucleus
MZT1,unclassified
MZT2A,unclassified
MZT2B,unclassified
N4BP1,cytosol
N4BP2,unclassified
N4BP2L2,nucleus
N6AMT1,cytosol
NAA10,nucleus
NAA15,cytosol
NAA15,cytosol
NAA16,stress_granule
NAA20,translation
NAA25,stress_granule
NAA30,translation
NAA35,unclassified
NAA38,unclassified
NAA40,unclassified
NAA50,stress_granule
NAA60,Golgi
NAB1,nucleus
NAB2,unclassified
NABP2,nucleus
NACA,translation
NACA4P,stress_granule
NACC1,unclassified
NADK,14-3-3_scaffold
NADK2,mitochondrion
NADSYN1,cytosol
NAE1,cytosol
NAF1,unclassified
NAGA,ER
NAGK,cytosol
NAGLU,ER
NAIF1,nucleus
NAMPT,cytosol
NANP,cytosol
NANS,cytosol
NAP1L1,cytosol
NAP1L1,cytosol
NAP1L4,cytosol
NAPA,early_endosome
NAPG,trans-Golgi
NARF,cytosol
NARS1,cytosol
NARS1,cytosol
NARS2,mitochondrion
NASP,cytosol
NASP,cytosol
NAT1,cytosol
NAT10,nucleus
NAT10,nucleus
NAT14,ER
NAT9,cytosol
NATD1,cytosol
NAV1,14-3-3_scaffold
NAXD,unclassified
NAXE,mitochondrion
NBAS,ER
NBDY,cytosol
NBEA,cytosol
NBEAL2,cytosol
NBN,nucleus
NBPF9,stress_granule
NBR1,lysosome
NCAM1,plasma_membrane
NCAM2,actin_cytoskeleton
NCAPD2,unclassified
NCAPD3,translation
NCAPG,cytosol
NCAPG2,translation
NCAPH,unclassified
NCAPH2,nucleus
NCBP1,nucleus
NCBP2,nucleus
NCBP3,nucleus
NCDN,cytosol
NCDN,cytosol
NCEH1,ER
NCK1,cytosol
NCK2,actin_cytoskeleton
NCKAP1,actin_cytoskeleton
NCKIPSD,actin_cytoskeleton
NCL,nucleus
NCL,nucleus
NCLN,ER
NCOA1,cytosol
NCOA2,cytosol
NCOA3,nucleus
NCOA4,cytosol
NCOA5,nucleus
NCOA6,nucleus
NCOA7,cytosol
NCOR1,unclassified
NCOR2,nucleus
NCR3LG1,plasma_membrane
NCS1,plasma_membrane
NCSTN,ER
NDC1,ER
NDC80,cytosol
NDE1,unclassified
NDFIP1,lysosome
NDFIP2,trans-Golgi
NDOR1,cytosol
NDRG1,cytosol
NDRG2,cytosol
NDRG3,cytosol
NDRG4,cytosol
NDST1,Golgi
NDUFA10,mitochondrion
NDUFA11,nucleus
NDUFA12,mitochondrion
NDUFA13,mitochondrion
NDUFA2,mitochondrion
NDUFA3,mitochondrion
NDUFA4,mitochondrion
NDUFA5,mitochondrion
NDUFA6,mitochondrion
NDUFA7,mitochondrion
NDUFA8,mitochondrion
NDUFA9,mitochondrion
NDUFAB1,mitochondrion
NDUFAF1,mitochondrion
NDUFAF2,mitochondrion
NDUFAF3,mitochondrion
NDUFAF4,mitochondrion
NDUFAF5,mitochondrion
NDUFAF6,mitochondrion
NDUFAF7,mitochondrion
NDUFB1,mitochondrion
NDUFB10,mitochondrion
NDUFB11,mitochondrion
NDUFB3,mitochondrion
NDUFB4,mitochondrion
NDUFB5,mitochondrion
NDUFB6,mitochondrion
NDUFB7,mitochondrion
NDUFB8,mitochondrion
NDUFB9,mitochondrion
NDUFC1,mitochondrion
NDUFC2,mitochondrion
NDUFS1,mitochondrion
NDUFS2,mitochondrion
NDUFS3,mitochondrion
NDUFS4,mitochondrion
NDUFS5,mitochondrion
NDUFS6,mitochondrion
NDUFS7,mitochondrion
NDUFS8,mitochondrion
NDUFV1,mitochondrion
NDUFV2,mitochondrion
NDUFV3,mitochondrion
NDUFV3,mitochondrion
NECAP1,plasma_membrane
NECAP2,plasma_membrane
NECTIN1,plasma_membrane
NECTIN2,plasma_membrane
NECTIN3,plasma_membrane
NEDD1,unclassified
NEDD4,cytosol
NEDD4,cytosol
NEDD4L,unclassified
NEDD8,cytosol
NEFL,actin_cytoskeleton
NEFM,actin_cytoskeleton
NEIL2,nucleus
NEK1,14-3-3_scaffold
NEK2,unclassified
NEK3,unclassified
NEK4,cytosol
NEK4,cytosol
NEK7,unclassified
NEK9,cytosol
NELFA,stress_granule
NELFB,stress_granule
NELFCD,nucleus
NELFE,stress_granule
NEMF,translation
NEMP1,ER
NENF,ER
NEO1,plasma_membrane
NEPRO,translation
NES,actin_cytoskeleton
NET1,unclassified
NEU1,lysosome
NEU3,plasma_membrane
NEURL4,ER
NEXN,actin_cytoskeleton
NF1,14-3-3_scaffold
NF2,actin_cytoskeleton
NFAT5,cytosol
NFATC1,nucleus
NFATC2IP,unclassified
NFATC3,unclassified
NFATC4,cytosol
NFIA,nucleus
NFIC,nucleus
NFIX,nucleus
NFKB1,cytosol
NFKB2,cytosol
NFKBIB,cytosol
NFKBIE,cytosol
NFKBIL1,nucleus
NFRKB,nucleus
NFS1,mitochondrion
NFU1,mitochondrion
NFX1,nucleus
NFXL1,ER
NFYA,nucleus
NFYB,nucleus
NFYC,nucleus
NGDN,nucleolus
NGEF,cytosol
NGLY1,proteasome
NGRN,mitochondrion
NHEJ1,nucleus
NHERF1,plasma_membrane
NHERF2,recycling_endosome
NHLRC2,cytosol
NHLRC3,lysosome
NHP2,nucleus
NHSL1,actin_cytoskeleton
NHSL2,unclassified
NIBAN1,unclassified
NIBAN2,cytosol
NID1,early_endosome
NIF3L1,mitochondrion
NIFK,nucleolus
NIN,centrosome
NIP7,nucleolus
NIPA1,ER
NIPA2,Golgi
NIPBL,nucleus
NIPSNAP1,mitochondrion
NIPSNAP2,mitochondrion
NIPSNAP3A,mitochondrion
NISCH,early_endosome
NIT1,mitochondrion
NIT2,mitochondrion
NKAP,nucleus
NKAPD1,nucleus
NKIRAS1,cytosol
NKIRAS2,recycling_endosome
NKRF,nucleolus
NKTR,nucleus
NKX2-5,nucleus
NLE1,unclassified
NLE1,unclassified
NLGN1,plasma_membrane
NLN,mitochondrion
NLRX1,mitochondrion
NMD3,cytosol
NME1,cytosol
NME2,mitochondrion
NME3,mitochondrion
NME4,mitochondrion
NME6,mitochondrion
NME7,unclassified
NMNAT1,stress_granule
NMRAL1,cytosol
NMT1,stress_granule
NMT2,cytosol
NNT,mitochondrion
NOA1,mitochondrion
NOB1,nucleus
NOC2L,nucleolus
NOC3L,nucleolus
NOC4L,nucleolus
NOCT,mitochondrion
NOL10,nucleolus
NOL11,nucleus
NOL12,nucleolus
NOL3,cytosol
NOL4L,nucleus
NOL6,nucleolus
NOL7,nucleolus
NOL8,nucleolus
NOL9,nucleus
NOLC1,nucleolus
NOLC1,nucleolus
NOM1,nucleolus
NOMO1,unclassified
NOMO2,ER
NONO,nucleus
NOP10,nucleolus
NOP14,nucleolus
NOP16,nucleolus
NOP2,nucleolus
NOP53,nucleolus
NOP56,nucleolus
NOP58,nucleolus
NOP9,nucleolus
NOPCHAP1,cytosol
NOS1AP,actin_cytoskeleton
NOSIP,unclassified
NOSIP,unclassified
NOTCH1,plasma_membrane
NOTCH2,plasma_membrane
NOTCH3,Golgi
NOVA1,nucleus
NOVA2,14-3-3_scaffold
NPAT,nucleus
NPC1,lysosome
NPC2,lysosome
NPEPPS,mitochondrion
NPHP1,unclassified
NPHP3,unclassified
NPHP4,nucleus
NPLOC4,ER
NPM1,nucleus
NPM1,nucleus
NPM3,nucleus
NPRL2,lysosome
NPRL3,lysosome
NPTN,plasma_membrane
NPTX1,ER
NQO1,cytosol
NQO2,cytosol
NR2C1,nucleus
NR2C2,nucleus
NR2C2,nucleus
NR2C2AP,cytosol
NR2F1,nucleus
NR2F2,nucleus
NR2F6,nucleus
NR3C1,cytosol
NRAS,plasma_membrane
NRBF2,cytosol
NRBP1,cytosol
NRCAM,plasma_membrane
NRDC,cytosol
NRDE2,nucleus
NRF1,nucleus
NRGN,cytosol
NRM,ER
NRN1,plasma_membrane
NRP1,plasma_membrane
NRP2,plasma_membrane
NRSN2,early_endosome
